,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Total_Membors,FamilySize,IsAlone,relatives,Age*Class,FarePerMember,Age_Band,AgeOneHot,FareBand,FareOnehot
707,1,1,0,42,0,0,26,0,1,3,1,1,0,42,8,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
708,1,1,1,22,0,0,151,0,2,2,1,1,0,22,75,"(16.336, 32.252]",1,"(128.082, 256.165]",3
709,1,3,0,19,1,1,15,1,4,5,3,0,2,61,3,,1,"(-0.512, 128.082]",2
710,1,1,1,24,0,0,49,1,2,6,1,1,0,24,8,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
711,0,1,0,44,0,0,26,0,1,2,1,1,0,53,13,,2,"(-0.512, 128.082]",2
712,1,1,0,48,1,0,52,0,1,3,2,0,1,48,17,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
713,0,3,0,29,0,0,9,0,1,3,1,1,0,87,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
714,0,2,0,52,0,0,13,0,1,2,1,1,0,104,6,"(48.168, 64.084]",3,"(-0.512, 128.082]",1
715,0,3,0,19,0,0,7,0,1,5,1,1,0,57,1,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
716,1,1,1,38,0,0,227,1,2,3,1,1,0,38,75,"(32.252, 48.168]",2,"(128.082, 256.165]",3
717,1,2,1,27,0,0,10,0,2,4,1,1,0,54,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
718,0,3,0,27,0,0,15,2,1,2,1,1,0,79,7,,1,"(-0.512, 128.082]",2
719,0,3,0,33,0,0,7,0,1,3,1,1,0,99,2,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
720,1,2,1,6,0,1,33,0,2,4,2,0,1,12,8,"(0.34, 16.336]",0,"(-0.512, 128.082]",3
721,0,3,0,17,1,0,7,0,1,3,2,0,1,51,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
722,0,2,0,34,0,0,13,0,1,3,1,1,0,68,4,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
723,0,2,0,50,0,0,13,0,1,3,1,1,0,100,4,"(48.168, 64.084]",3,"(-0.512, 128.082]",1
724,1,1,0,27,1,0,53,0,1,3,2,0,1,27,17,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
725,0,3,0,20,0,0,8,0,1,2,1,1,0,60,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
726,1,2,1,30,3,0,21,0,3,5,4,0,3,60,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
727,1,3,1,20,0,0,7,2,2,2,1,1,0,66,3,,1,"(-0.512, 128.082]",0
728,0,2,0,25,1,0,26,0,1,4,2,0,1,50,6,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
729,0,3,1,25,1,0,7,0,2,3,2,0,1,75,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
730,1,1,1,29,0,0,211,0,2,3,1,1,0,29,70,"(16.336, 32.252]",1,"(128.082, 256.165]",3
731,0,3,0,11,0,0,18,1,1,4,1,1,0,33,4,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
732,0,2,0,37,0,0,0,0,1,3,1,1,0,70,0,,2,"(-0.512, 128.082]",0
733,0,2,0,23,0,0,13,0,1,3,1,1,0,46,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
734,0,2,0,23,0,0,13,0,1,3,1,1,0,46,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
735,0,3,0,28,0,0,16,0,1,2,1,1,0,85,8,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
736,0,3,1,48,1,3,34,0,3,5,5,0,4,144,6,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
737,1,1,0,35,0,0,512,1,1,3,1,1,0,35,170,"(32.252, 48.168]",2,"(384.247, 512.329]",3
738,0,3,0,26,0,0,7,0,1,2,1,1,0,81,3,,1,"(-0.512, 128.082]",0
739,0,3,0,26,0,0,7,0,1,2,1,1,0,81,3,,1,"(-0.512, 128.082]",0
740,1,1,0,40,0,0,30,0,1,3,1,1,0,45,10,,2,"(-0.512, 128.082]",2
741,0,1,0,36,1,0,78,0,1,3,2,0,1,36,26,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
742,1,1,1,21,2,2,262,1,2,4,5,0,4,21,65,"(16.336, 32.252]",1,"(256.165, 384.247]",3
743,0,3,0,24,1,0,16,0,1,2,2,0,1,72,8,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
744,1,3,0,31,0,0,7,0,1,2,1,1,0,93,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
745,0,1,0,70,1,1,71,0,5,3,3,0,2,70,23,"(64.084, 80.0]",4,"(-0.512, 128.082]",3
746,0,3,0,16,1,1,20,0,1,3,3,0,2,48,6,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
747,1,2,1,30,0,0,13,0,2,2,1,1,0,60,6,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
748,0,1,0,19,1,0,53,0,1,3,2,0,1,19,17,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
749,0,3,0,31,0,0,7,2,1,2,1,1,0,93,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
750,1,2,1,4,1,1,23,0,2,2,3,0,2,8,11,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
751,1,3,0,6,0,1,12,0,4,2,2,0,1,18,6,"(0.34, 16.336]",0,"(-0.512, 128.082]",1
752,0,3,0,33,0,0,9,0,1,4,1,1,0,99,2,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
753,0,3,0,23,0,0,7,0,1,2,1,1,0,69,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
754,1,2,1,48,1,2,65,0,3,4,4,0,3,96,16,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
755,1,2,0,0,1,1,14,0,4,2,3,0,2,1,7,"(0.34, 16.336]",0,"(-0.512, 128.082]",1
756,0,3,0,28,0,0,7,0,1,3,1,1,0,84,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
757,0,2,0,18,0,0,11,0,1,3,1,1,0,36,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
758,0,3,0,34,0,0,8,0,1,3,1,1,0,102,2,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
759,1,1,1,33,0,0,86,0,5,7,1,1,0,33,12,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
760,0,3,0,26,0,0,14,0,1,2,1,1,0,81,7,,1,"(-0.512, 128.082]",1
761,0,3,0,41,0,0,7,0,1,4,1,1,0,123,1,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
762,1,3,0,20,0,0,7,1,1,3,1,1,0,60,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
763,1,1,1,36,1,2,120,0,3,5,4,0,3,36,24,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
764,0,3,0,16,0,0,7,0,1,3,1,1,0,48,2,"(0.34, 16.336]",0,"(-0.512, 128.082]",0
765,1,1,1,51,1,0,77,0,3,5,2,0,1,51,15,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
766,0,1,0,45,0,0,39,1,5,3,1,1,0,50,13,,2,"(-0.512, 128.082]",3
767,0,3,1,30,0,0,7,2,2,2,1,1,0,91,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
768,0,3,0,23,1,0,24,2,1,3,2,0,1,70,8,,1,"(-0.512, 128.082]",2
769,0,3,0,32,0,0,8,0,1,3,1,1,0,96,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
770,0,3,0,24,0,0,9,0,1,3,1,1,0,72,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
771,0,3,0,48,0,0,7,0,1,3,1,1,0,144,2,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
772,0,2,1,57,0,0,10,0,3,2,1,1,0,114,5,"(48.168, 64.084]",3,"(-0.512, 128.082]",1
773,0,3,0,26,0,0,7,1,1,2,1,1,0,80,3,,1,"(-0.512, 128.082]",0
774,1,2,1,54,1,3,23,0,3,4,5,0,4,108,5,"(48.168, 64.084]",3,"(-0.512, 128.082]",2
775,0,3,0,18,0,0,7,0,1,5,1,1,0,54,1,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
776,0,3,0,27,0,0,7,2,1,2,1,1,0,79,3,,1,"(-0.512, 128.082]",0
777,1,3,1,5,0,0,12,0,2,3,1,1,0,15,4,"(0.34, 16.336]",0,"(-0.512, 128.082]",1
778,0,3,0,28,0,0,7,2,1,3,1,1,0,82,2,,1,"(-0.512, 128.082]",0
779,1,1,1,43,0,1,211,0,3,6,2,0,1,43,35,"(32.252, 48.168]",2,"(128.082, 256.165]",3
780,1,3,1,13,0,0,7,1,2,2,1,1,0,39,3,"(0.34, 16.336]",0,"(-0.512, 128.082]",0
781,1,1,1,17,1,0,57,0,3,5,2,0,1,17,11,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
782,0,1,0,29,0,0,30,0,1,3,1,1,0,29,10,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
783,0,3,0,21,1,2,23,0,1,3,4,0,3,71,7,,1,"(-0.512, 128.082]",2
784,0,3,0,25,0,0,7,0,1,2,1,1,0,75,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
785,0,3,0,25,0,0,7,0,1,4,1,1,0,75,1,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
786,1,3,1,18,0,0,7,0,2,3,1,1,0,54,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
787,0,3,0,8,4,1,29,2,4,3,6,0,5,24,9,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
788,1,3,0,1,1,2,20,0,4,3,4,0,3,3,6,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
789,0,1,0,46,0,0,79,1,1,2,1,1,0,46,39,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
790,0,3,0,28,0,0,7,2,1,3,1,1,0,82,2,,1,"(-0.512, 128.082]",0
791,0,2,0,16,0,0,26,0,1,2,1,1,0,32,13,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
792,0,3,1,1,8,2,69,0,2,3,11,0,10,3,23,,0,"(-0.512, 128.082]",3
793,0,1,0,46,0,0,30,1,1,3,1,1,0,55,10,,2,"(-0.512, 128.082]",2
794,0,3,0,25,0,0,7,0,1,2,1,1,0,75,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
795,0,2,0,39,0,0,13,0,1,2,1,1,0,78,6,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
796,1,1,1,49,0,0,25,0,5,3,1,1,0,49,8,"(48.168, 64.084]",3,"(-0.512, 128.082]",2
797,1,3,1,31,0,0,8,0,3,2,1,1,0,93,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
798,0,3,0,30,0,0,7,1,1,3,1,1,0,90,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
799,0,3,1,30,1,1,24,0,3,7,3,0,2,90,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
800,0,2,0,34,0,0,13,0,1,2,1,1,0,68,6,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
801,1,2,1,31,1,1,26,0,3,5,3,0,2,62,5,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
802,1,1,0,11,1,2,120,0,4,4,4,0,3,11,30,"(0.34, 16.336]",0,"(-0.512, 128.082]",3
803,1,3,0,0,0,1,8,1,4,3,2,0,1,1,2,"(0.34, 16.336]",0,"(-0.512, 128.082]",1
804,1,3,0,27,0,0,6,0,1,3,1,1,0,81,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
805,0,3,0,31,0,0,7,0,1,3,1,1,0,93,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
806,0,1,0,39,0,0,0,0,1,3,1,1,0,39,0,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
807,0,3,1,18,0,0,7,0,2,3,1,1,0,54,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
808,0,2,0,39,0,0,13,0,1,2,1,1,0,78,6,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
809,1,1,1,33,1,0,53,0,3,5,2,0,1,33,10,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
810,0,3,0,26,0,0,7,0,1,2,1,1,0,78,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
811,0,3,0,39,0,0,24,0,1,2,1,1,0,117,12,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
812,0,2,0,35,0,0,10,0,1,3,1,1,0,70,3,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
813,0,3,1,6,4,2,31,0,2,4,7,0,6,18,7,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
814,0,3,0,30,0,0,8,0,1,3,1,1,0,91,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
815,0,1,0,44,0,0,0,0,1,2,1,1,0,53,0,,2,"(-0.512, 128.082]",0
816,0,3,1,23,0,0,7,0,2,3,1,1,0,69,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
817,0,2,0,31,1,1,37,1,1,2,3,0,2,62,18,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
818,0,3,0,43,0,0,6,0,1,4,1,1,0,129,1,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
819,0,3,0,10,3,2,27,0,4,3,6,0,5,30,9,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
820,1,1,1,52,1,1,93,0,3,6,3,0,2,52,15,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
821,1,3,0,27,0,0,8,0,1,2,1,1,0,81,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
822,0,1,0,38,0,0,0,0,5,3,1,1,0,38,0,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
823,1,3,1,27,0,1,12,0,3,2,2,0,1,81,6,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
824,0,3,0,2,4,1,39,0,4,3,6,0,5,6,13,"(0.34, 16.336]",0,"(-0.512, 128.082]",3
825,0,3,0,27,0,0,6,2,1,2,1,1,0,79,3,,1,"(-0.512, 128.082]",0
826,0,3,0,26,0,0,56,0,1,2,1,1,0,81,28,,1,"(-0.512, 128.082]",3
827,1,2,0,1,0,2,37,1,4,2,3,0,2,2,18,"(0.34, 16.336]",0,"(-0.512, 128.082]",3
828,1,3,0,22,0,0,7,2,1,3,1,1,0,70,2,,1,"(-0.512, 128.082]",0
829,1,1,1,62,0,0,80,0,3,5,1,1,0,62,16,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
830,1,3,1,15,1,0,14,1,3,4,2,0,1,45,3,"(0.34, 16.336]",0,"(-0.512, 128.082]",1
831,1,2,0,0,1,1,18,0,4,3,3,0,2,1,6,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
832,0,3,0,26,0,0,7,1,1,2,1,1,0,80,3,,1,"(-0.512, 128.082]",0
833,0,3,0,23,0,0,7,0,1,2,1,1,0,69,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
834,0,3,0,18,0,0,8,0,1,3,1,1,0,54,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
835,1,1,1,39,1,1,83,1,2,3,3,0,2,39,27,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
836,0,3,0,21,0,0,8,0,1,2,1,1,0,63,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
837,0,3,0,26,0,0,8,0,1,2,1,1,0,81,4,,1,"(-0.512, 128.082]",1
838,1,3,0,32,0,0,56,0,1,2,1,1,0,96,28,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
839,1,1,0,39,0,0,29,1,1,2,1,1,0,41,14,,2,"(-0.512, 128.082]",2
840,0,3,0,20,0,0,7,0,1,3,1,1,0,60,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
841,0,2,0,16,0,0,10,0,1,3,1,1,0,32,3,"(0.34, 16.336]",0,"(-0.512, 128.082]",1
842,1,1,1,30,0,0,31,1,2,2,1,1,0,30,15,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
843,0,3,0,34,0,0,6,1,1,3,1,1,0,103,2,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
844,0,3,0,17,0,0,8,0,1,2,1,1,0,51,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
845,0,3,0,42,0,0,7,0,1,2,1,1,0,126,3,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
846,0,3,0,2,8,2,69,0,1,3,11,0,10,5,23,,0,"(-0.512, 128.082]",3
847,0,3,0,35,0,0,7,1,1,2,1,1,0,105,3,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
848,0,2,0,28,0,1,33,0,5,2,2,0,1,56,16,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
849,1,1,1,36,1,0,89,1,3,5,2,0,1,34,17,,2,"(-0.512, 128.082]",3
850,0,3,0,4,4,2,31,0,4,4,7,0,6,12,7,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
851,0,3,0,74,0,0,7,0,1,2,1,1,0,222,3,"(64.084, 80.0]",4,"(-0.512, 128.082]",0
852,0,3,1,9,1,1,15,1,2,2,3,0,2,27,7,"(0.34, 16.336]",0,"(-0.512, 128.082]",2
853,1,1,1,16,0,1,39,0,2,3,2,0,1,16,13,"(0.34, 16.336]",0,"(-0.512, 128.082]",3
854,0,2,1,44,1,0,26,0,3,5,2,0,1,88,5,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
855,1,3,1,18,0,1,9,0,3,4,2,0,1,54,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
856,1,1,1,45,1,1,164,0,3,5,3,0,2,45,32,"(32.252, 48.168]",2,"(128.082, 256.165]",3
857,1,1,0,51,0,0,26,0,1,3,1,1,0,51,8,"(48.168, 64.084]",3,"(-0.512, 128.082]",2
858,1,3,1,24,0,3,19,1,3,4,4,0,3,72,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
859,0,3,0,26,0,0,7,1,1,2,1,1,0,80,3,,1,"(-0.512, 128.082]",0
860,0,3,0,41,2,0,14,0,1,3,3,0,2,123,4,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
861,0,2,0,21,1,0,11,0,1,3,2,0,1,42,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
862,1,1,1,48,0,0,25,0,3,6,1,1,0,48,4,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
863,0,3,1,3,8,2,69,0,2,4,11,0,10,6,17,,0,"(-0.512, 128.082]",3
864,0,2,0,24,0,0,13,0,1,3,1,1,0,48,4,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
865,1,2,1,42,0,0,13,0,3,2,1,1,0,84,6,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
866,1,2,1,27,1,0,13,1,2,4,2,0,1,54,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
867,0,1,0,31,0,0,50,0,1,4,1,1,0,31,12,"(16.336, 32.252]",1,"(-0.512, 128.082]",3
868,0,3,0,27,0,0,9,0,1,3,1,1,0,84,3,,1,"(-0.512, 128.082]",1
869,1,3,0,4,1,1,11,0,4,3,3,0,2,12,3,"(0.34, 16.336]",0,"(-0.512, 128.082]",1
870,0,3,0,26,0,0,7,0,1,2,1,1,0,78,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
871,1,1,1,47,1,1,52,0,3,5,3,0,2,47,10,"(32.252, 48.168]",2,"(-0.512, 128.082]",3
872,0,1,0,33,0,0,5,0,1,3,1,1,0,33,1,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
873,0,3,0,47,0,0,9,0,1,3,1,1,0,141,3,"(32.252, 48.168]",2,"(-0.512, 128.082]",1
874,1,2,1,28,1,0,24,1,3,4,2,0,1,56,6,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
875,1,3,1,15,0,0,7,1,2,4,1,1,0,45,1,"(0.34, 16.336]",0,"(-0.512, 128.082]",0
876,0,3,0,20,0,0,9,0,1,3,1,1,0,60,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
877,0,3,0,19,0,0,7,0,1,2,1,1,0,57,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
878,0,3,0,26,0,0,7,0,1,2,1,1,0,81,3,,1,"(-0.512, 128.082]",0
879,1,1,1,56,0,1,83,1,3,6,2,0,1,56,13,"(48.168, 64.084]",3,"(-0.512, 128.082]",3
880,1,2,1,25,0,1,26,0,3,5,2,0,1,50,5,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
881,0,3,0,33,0,0,7,0,1,2,1,1,0,99,3,"(32.252, 48.168]",2,"(-0.512, 128.082]",0
882,0,3,1,22,0,0,10,0,2,3,1,1,0,66,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
883,0,2,0,28,0,0,10,0,1,3,1,1,0,56,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
884,0,3,0,25,0,0,7,0,1,3,1,1,0,75,2,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
885,0,3,1,39,0,5,29,2,3,4,6,0,5,117,7,"(32.252, 48.168]",2,"(-0.512, 128.082]",2
886,0,2,0,27,0,0,13,0,5,2,1,1,0,54,6,"(16.336, 32.252]",1,"(-0.512, 128.082]",1
887,1,1,1,19,0,0,30,0,2,3,1,1,0,19,10,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
888,0,3,1,22,1,2,23,0,2,4,4,0,3,73,5,,1,"(-0.512, 128.082]",2
889,1,1,0,26,0,0,30,1,1,3,1,1,0,26,10,"(16.336, 32.252]",1,"(-0.512, 128.082]",2
890,0,3,0,32,0,0,7,2,1,2,1,1,0,96,3,"(16.336, 32.252]",1,"(-0.512, 128.082]",0
